-76.842080 	-9.194445 	-4.112468 	0.637336 	0.073678 	0.716510 	0.061749 	-0.687917 	-0.386113 	0.655724 	0.547319 	0.165315 	
-69.562008 	-11.997176 	-7.293866 	-3.641325 	-3.222284 	-0.916611 	-0.495432 	-0.310544 	0.351996 	0.502577 	0.284599 	0.277895 	
-69.445626 	-12.300129 	-6.569024 	-5.369309 	-4.791016 	-2.627815 	-1.224603 	0.143164 	0.801805 	0.109559 	-0.240999 	0.267821 	
-68.403113 	-10.327265 	-3.649104 	-2.519966 	-2.347222 	-1.097905 	-0.419089 	1.154608 	1.784372 	0.534855 	-0.550689 	0.078685 	
-67.893501 	-12.283315 	-6.318254 	-3.783775 	-2.514770 	-0.829941 	-0.596287 	-0.132630 	0.558757 	0.582613 	0.407203 	0.828506 	
-65.082039 	-9.246958 	-4.722522 	-2.860504 	-1.979105 	0.129086 	0.494835 	0.559253 	1.212665 	0.701442 	0.401417 	0.130506 	
-67.055177 	-10.768843 	-5.964560 	-3.910042 	-2.674184 	-0.684409 	-0.241744 	0.186381 	0.975663 	0.499062 	0.244569 	0.535243 	
-65.635359 	-9.309975 	-6.072803 	-3.400721 	-1.907872 	0.559560 	0.300415 	0.465709 	0.550346 	0.631106 	0.574514 	0.507583 	
-64.911735 	-10.982700 	-5.270521 	-1.105626 	-0.625055 	0.072532 	-0.169458 	1.724107 	-0.246858 	-0.099934 	0.986829 	0.975563 	
-65.471905 	-11.489148 	-5.259159 	-1.745881 	-0.584290 	-0.520274 	-0.074623 	1.537073 	0.399700 	0.311244 	0.710479 	0.394387 	
-64.972599 	-11.277533 	-5.585602 	-2.655797 	-0.301135 	0.487834 	0.004873 	0.315657 	0.513864 	0.416339 	-0.112081 	0.149949 	
-66.218345 	-13.259925 	-5.827175 	-2.658443 	0.162834 	0.810354 	0.862389 	-0.022985 	-0.125880 	1.023764 	0.109624 	-0.378768 	
-66.884441 	-10.528310 	-4.986630 	-2.928714 	0.070254 	0.467997 	0.613436 	0.244651 	1.382391 	-0.125239 	-0.837846 	-0.576099 	
-66.331601 	-10.936446 	-5.212720 	-3.520496 	-0.062503 	1.120669 	-0.095429 	0.970147 	0.776886 	-0.430006 	-0.317949 	-0.202312 	
-68.041140 	-11.486101 	-5.436203 	-2.701194 	0.179940 	-0.539970 	0.915269 	0.983830 	-0.375584 	0.298267 	-0.012988 	-0.680804 	
-68.770233 	-11.746970 	-5.695489 	-3.335720 	-1.145727 	-0.706275 	0.308813 	0.859247 	0.505884 	0.887535 	-0.242504 	-0.749473 	
-67.383917 	-9.798046 	-4.529724 	-1.725432 	-1.192841 	-0.765292 	0.158577 	0.242362 	0.549540 	1.276672 	0.298425 	-0.497311 	
-67.451869 	-10.872262 	-5.986174 	-2.731387 	-2.643693 	-1.967693 	-0.216082 	0.318605 	1.016828 	1.600757 	0.487385 	-0.304444 	
-67.443394 	-9.655825 	-4.208949 	-1.946276 	-2.429626 	-1.516770 	-0.131430 	1.808930 	1.809843 	0.834055 	0.334928 	0.003051 	
-64.531031 	-8.773526 	-3.660309 	-0.285299 	-1.090066 	-0.182968 	0.427224 	0.621671 	0.475219 	0.758582 	-0.096510 	0.468588 	
-64.153575 	-11.188286 	-5.981022 	-4.217138 	-2.364141 	-1.006807 	-0.109390 	0.725318 	0.615392 	1.006681 	-0.359949 	0.273671 	
-61.943125 	-10.297043 	-5.598761 	-3.572647 	-1.953398 	-1.175950 	-0.054579 	1.428317 	1.434840 	0.922738 	0.391462 	0.035105 	
-55.164545 	-6.409706 	-5.132745 	0.011761 	0.497374 	-0.645469 	0.264261 	0.631647 	0.524410 	-0.128612 	-0.457492 	-0.302979 	
-47.524045 	-7.778356 	-9.491038 	-2.135119 	-1.752133 	-2.654529 	-0.443271 	0.170606 	0.698295 	-0.285484 	0.015623 	-0.144588 	
-47.137971 	-6.184486 	-6.954208 	-1.713498 	-2.470102 	-3.475283 	-1.161263 	0.269481 	1.551077 	-0.289644 	-0.115645 	-0.391603 	
-47.612984 	-9.172611 	-2.723979 	1.650833 	-3.167399 	-3.055562 	-0.984969 	-0.051189 	3.269984 	0.353607 	-0.948579 	-0.672402 	
-33.992621 	-4.314968 	-7.306612 	1.769323 	0.071496 	-0.248862 	0.420864 	-0.088234 	1.002118 	-0.632439 	0.378584 	-0.220028 	
-26.320125 	-4.564019 	-10.973090 	-0.030970 	-2.509101 	-2.217705 	-0.692843 	0.025984 	1.235491 	-0.487010 	0.310854 	-0.224499 	
-26.450500 	-4.568017 	-8.860901 	-0.751589 	-3.418699 	-4.342335 	-1.930058 	-0.605821 	1.930679 	-0.649885 	-0.320533 	-0.752491 	
-27.473122 	-5.766632 	-4.313803 	0.956132 	-2.495336 	-3.049568 	-2.275727 	-0.622368 	3.239212 	0.173836 	-0.521177 	-0.129303 	
-23.873005 	-5.565011 	-7.618697 	0.114090 	-0.153819 	-1.206745 	-0.166590 	0.022906 	0.955853 	0.023245 	0.364409 	0.012510 	
-17.497123 	-3.997313 	-9.903350 	-1.118962 	-1.038037 	-2.835307 	-0.616309 	0.504685 	1.035478 	0.099423 	0.309268 	-0.413233 	
-18.880078 	-3.137793 	-8.484986 	-0.653872 	-2.448994 	-4.646556 	-2.082044 	-0.012657 	1.717577 	0.128514 	-0.408586 	-1.030655 	
-20.898985 	-3.686134 	-6.191922 	0.492987 	-2.875299 	-3.100207 	-2.718181 	-0.518320 	3.018240 	-0.147805 	-0.477540 	-0.604383 	
-18.433572 	-4.959692 	-7.618330 	0.674115 	-0.460467 	-0.491347 	-0.242833 	-0.606302 	1.447646 	-0.585623 	0.707271 	-0.398556 	
-14.690979 	-3.333490 	-11.001499 	-0.410638 	-2.208201 	-2.088597 	-0.916580 	-0.344852 	2.150552 	-0.819308 	1.192943 	-1.077077 	
-17.335604 	-3.607721 	-9.207991 	-1.414111 	-3.497870 	-4.740175 	-3.559247 	-0.724355 	2.087149 	-0.776367 	0.030848 	-2.136559 	
-18.396207 	-3.711235 	-4.485749 	0.731031 	-2.756207 	-2.788635 	-2.554757 	-0.480252 	2.463615 	0.049049 	-0.018197 	-1.152370 	
